sep=,
observation_dateDATE,observation_dateYear,observation_dateQuarter,observation_dateMonth,observation_dateDAY,VersionVersion,VersionCategory,VersionType,INDPRO,INDPROUnit
1919-01-01,1919,19191,191901,1,Actual,Actuals,public,4.8739,
1919-02-01,1919,19191,191902,1,Actual,Actuals,public,4.6585,
1919-03-01,1919,19191,191903,1,Actual,Actuals,public,4.5238,
1919-04-01,1919,19192,191904,1,Actual,Actuals,public,4.6046,
1919-05-01,1919,19192,191905,1,Actual,Actuals,public,4.6315,
1919-06-01,1919,19192,191906,1,Actual,Actuals,public,4.9277,
1919-07-01,1919,19193,191907,1,Actual,Actuals,public,5.2239,
1919-08-01,1919,19193,191908,1,Actual,Actuals,public,5.3047,
1919-09-01,1919,19193,191909,1,Actual,Actuals,public,5.197,
1919-10-01,1919,19194,191910,1,Actual,Actuals,public,5.1432,
1919-11-01,1919,19194,191911,1,Actual,Actuals,public,5.0624,
1919-12-01,1919,19194,191912,1,Actual,Actuals,public,5.1432,
1920-01-01,1920,19201,192001,1,Actual,Actuals,public,5.6279,
1920-02-01,1920,19201,192002,1,Actual,Actuals,public,5.6279,
1920-03-01,1920,19201,192003,1,Actual,Actuals,public,5.5201,
1920-04-01,1920,19202,192004,1,Actual,Actuals,public,5.2239,
1920-05-01,1920,19202,192005,1,Actual,Actuals,public,5.3586,
1920-06-01,1920,19202,192006,1,Actual,Actuals,public,5.4124,
1920-07-01,1920,19203,192007,1,Actual,Actuals,public,5.2778,
1920-08-01,1920,19203,192008,1,Actual,Actuals,public,5.3047,
1920-09-01,1920,19203,192009,1,Actual,Actuals,public,5.1162,
1920-10-01,1920,19204,192010,1,Actual,Actuals,public,4.9008,
1920-11-01,1920,19204,192011,1,Actual,Actuals,public,4.4969,
1920-12-01,1920,19204,192012,1,Actual,Actuals,public,4.2276,
1921-01-01,1921,19211,192101,1,Actual,Actuals,public,3.9853,
1921-02-01,1921,19211,192102,1,Actual,Actuals,public,3.9045,
1921-03-01,1921,19211,192103,1,Actual,Actuals,public,3.7968,
1921-04-01,1921,19212,192104,1,Actual,Actuals,public,3.7968,
1921-05-01,1921,19212,192105,1,Actual,Actuals,public,3.9045,
1921-06-01,1921,19212,192106,1,Actual,Actuals,public,3.8776,
1921-07-01,1921,19213,192107,1,Actual,Actuals,public,3.8506,
1921-08-01,1921,19213,192108,1,Actual,Actuals,public,3.9853,
1921-09-01,1921,19213,192109,1,Actual,Actuals,public,4.0122,
1921-10-01,1921,19214,192110,1,Actual,Actuals,public,4.2545,
1921-11-01,1921,19214,192111,1,Actual,Actuals,public,4.2007,
1921-12-01,1921,19214,192112,1,Actual,Actuals,public,4.1738,
1922-01-01,1922,19221,192201,1,Actual,Actuals,public,4.3353,
1922-02-01,1922,19221,192202,1,Actual,Actuals,public,4.5238,
1922-03-01,1922,19221,192203,1,Actual,Actuals,public,4.7662,
1922-04-01,1922,19222,192204,1,Actual,Actuals,public,4.6046,
1922-05-01,1922,19222,192205,1,Actual,Actuals,public,4.847,
1922-06-01,1922,19222,192206,1,Actual,Actuals,public,5.0893,
1922-07-01,1922,19223,192207,1,Actual,Actuals,public,5.0893,
1922-08-01,1922,19223,192208,1,Actual,Actuals,public,4.9816,
1922-09-01,1922,19223,192209,1,Actual,Actuals,public,5.2509,
1922-10-01,1922,19224,192210,1,Actual,Actuals,public,5.5471,
1922-11-01,1922,19224,192211,1,Actual,Actuals,public,5.7894,
1922-12-01,1922,19224,192212,1,Actual,Actuals,public,5.951,
1923-01-01,1923,19231,192301,1,Actual,Actuals,public,5.8163,
1923-02-01,1923,19231,192302,1,Actual,Actuals,public,5.8971,
1923-03-01,1923,19231,192303,1,Actual,Actuals,public,6.0856,
1923-04-01,1923,19232,192304,1,Actual,Actuals,public,6.2203,
1923-05-01,1923,19232,192305,1,Actual,Actuals,public,6.301,
1923-06-01,1923,19232,192306,1,Actual,Actuals,public,6.2472,
1923-07-01,1923,19233,192307,1,Actual,Actuals,public,6.1933,
1923-08-01,1923,19233,192308,1,Actual,Actuals,public,6.0856,
1923-09-01,1923,19233,192309,1,Actual,Actuals,public,5.951,
1923-10-01,1923,19234,192310,1,Actual,Actuals,public,5.9241,
1923-11-01,1923,19234,192311,1,Actual,Actuals,public,5.9241,
1923-12-01,1923,19234,192312,1,Actual,Actuals,public,5.7894,
1924-01-01,1924,19241,192401,1,Actual,Actuals,public,5.924,
1924-02-01,1924,19241,192402,1,Actual,Actuals,public,6.0318,
1924-03-01,1924,19241,192403,1,Actual,Actuals,public,5.9241,
1924-04-01,1924,19242,192404,1,Actual,Actuals,public,5.7356,
1924-05-01,1924,19242,192405,1,Actual,Actuals,public,5.4932,
1924-06-01,1924,19242,192406,1,Actual,Actuals,public,5.2509,
1924-07-01,1924,19243,192407,1,Actual,Actuals,public,5.1701,
1924-08-01,1924,19243,192408,1,Actual,Actuals,public,5.3586,
1924-09-01,1924,19243,192409,1,Actual,Actuals,public,5.5471,
1924-10-01,1924,19244,192410,1,Actual,Actuals,public,5.6817,
1924-11-01,1924,19244,192411,1,Actual,Actuals,public,5.7894,
1924-12-01,1924,19244,192412,1,Actual,Actuals,public,5.951,
1925-01-01,1925,19251,192501,1,Actual,Actuals,public,6.1395,
1925-02-01,1925,19251,192502,1,Actual,Actuals,public,6.1395,
1925-03-01,1925,19251,192503,1,Actual,Actuals,public,6.1395,
1925-04-01,1925,19252,192504,1,Actual,Actuals,public,6.1933,
1925-05-01,1925,19252,192505,1,Actual,Actuals,public,6.1664,
1925-06-01,1925,19252,192506,1,Actual,Actuals,public,6.1125,
1925-07-01,1925,19253,192507,1,Actual,Actuals,public,6.2741,
1925-08-01,1925,19253,192508,1,Actual,Actuals,public,6.1664,
1925-09-01,1925,19253,192509,1,Actual,Actuals,public,6.0856,
1925-10-01,1925,19254,192510,1,Actual,Actuals,public,6.328,
1925-11-01,1925,19254,192511,1,Actual,Actuals,public,6.4626,
1925-12-01,1925,19254,192512,1,Actual,Actuals,public,6.5434,
1926-01-01,1926,19261,192601,1,Actual,Actuals,public,6.4357,
1926-02-01,1926,19261,192602,1,Actual,Actuals,public,6.4357,
1926-03-01,1926,19261,192603,1,Actual,Actuals,public,6.5165,
1926-04-01,1926,19262,192604,1,Actual,Actuals,public,6.5165,
1926-05-01,1926,19262,192605,1,Actual,Actuals,public,6.4626,
1926-06-01,1926,19262,192606,1,Actual,Actuals,public,6.5434,
1926-07-01,1926,19263,192607,1,Actual,Actuals,public,6.5703,
1926-08-01,1926,19263,192608,1,Actual,Actuals,public,6.6511,
1926-09-01,1926,19263,192609,1,Actual,Actuals,public,6.7588,
1926-10-01,1926,19264,192610,1,Actual,Actuals,public,6.7588,
1926-11-01,1926,19264,192611,1,Actual,Actuals,public,6.7319,
1926-12-01,1926,19264,192612,1,Actual,Actuals,public,6.705,
1927-01-01,1927,19271,192701,1,Actual,Actuals,public,6.678,
1927-02-01,1927,19271,192702,1,Actual,Actuals,public,6.7319,
1927-03-01,1927,19271,192703,1,Actual,Actuals,public,6.8127,
1927-04-01,1927,19272,192704,1,Actual,Actuals,public,6.6511,
1927-05-01,1927,19272,192705,1,Actual,Actuals,public,6.705,
1927-06-01,1927,19272,192706,1,Actual,Actuals,public,6.678,
1927-07-01,1927,19273,192707,1,Actual,Actuals,public,6.5972,
1927-08-01,1927,19273,192708,1,Actual,Actuals,public,6.5972,
1927-09-01,1927,19273,192709,1,Actual,Actuals,public,6.4895,
1927-10-01,1927,19274,192710,1,Actual,Actuals,public,6.3549,
1927-11-01,1927,19274,192711,1,Actual,Actuals,public,6.3549,
1927-12-01,1927,19274,192712,1,Actual,Actuals,public,6.3818,
1928-01-01,1928,19281,192801,1,Actual,Actuals,public,6.5165,
1928-02-01,1928,19281,192802,1,Actual,Actuals,public,6.5703,
1928-03-01,1928,19281,192803,1,Actual,Actuals,public,6.6242,
1928-04-01,1928,19282,192804,1,Actual,Actuals,public,6.5972,
1928-05-01,1928,19282,192805,1,Actual,Actuals,public,6.678,
1928-06-01,1928,19282,192806,1,Actual,Actuals,public,6.7319,
1928-07-01,1928,19283,192807,1,Actual,Actuals,public,6.8127,
1928-08-01,1928,19283,192808,1,Actual,Actuals,public,6.9473,
1928-09-01,1928,19283,192809,1,Actual,Actuals,public,7.0012,
1928-10-01,1928,19284,192810,1,Actual,Actuals,public,7.1358,
1928-11-01,1928,19284,192811,1,Actual,Actuals,public,7.2704,
1928-12-01,1928,19284,192812,1,Actual,Actuals,public,7.4051,
1929-01-01,1929,19291,192901,1,Actual,Actuals,public,7.5128,
1929-02-01,1929,19291,192902,1,Actual,Actuals,public,7.4858,
1929-03-01,1929,19291,192903,1,Actual,Actuals,public,7.5128,
1929-04-01,1929,19292,192904,1,Actual,Actuals,public,7.6474,
1929-05-01,1929,19292,192905,1,Actual,Actuals,public,7.7821,
1929-06-01,1929,19292,192906,1,Actual,Actuals,public,7.8359,
1929-07-01,1929,19293,192907,1,Actual,Actuals,public,7.9436,
1929-08-01,1929,19293,192908,1,Actual,Actuals,public,7.8628,
1929-09-01,1929,19293,192909,1,Actual,Actuals,public,7.809,
1929-10-01,1929,19294,192910,1,Actual,Actuals,public,7.6743,
1929-11-01,1929,19294,192911,1,Actual,Actuals,public,7.2974,
1929-12-01,1929,19294,192912,1,Actual,Actuals,public,6.9742,
1930-01-01,1930,19301,193001,1,Actual,Actuals,public,6.9742,
1930-02-01,1930,19301,193002,1,Actual,Actuals,public,6.9473,
1930-03-01,1930,19301,193003,1,Actual,Actuals,public,6.8396,
1930-04-01,1930,19302,193004,1,Actual,Actuals,public,6.7857,
1930-05-01,1930,19302,193005,1,Actual,Actuals,public,6.678,
1930-06-01,1930,19302,193006,1,Actual,Actuals,public,6.4895,
1930-07-01,1930,19303,193007,1,Actual,Actuals,public,6.1933,
1930-08-01,1930,19303,193008,1,Actual,Actuals,public,6.0587,
1930-09-01,1930,19303,193009,1,Actual,Actuals,public,5.951,
1930-10-01,1930,19304,193010,1,Actual,Actuals,public,5.7894,
1930-11-01,1930,19304,193011,1,Actual,Actuals,public,5.6548,
1930-12-01,1930,19304,193012,1,Actual,Actuals,public,5.5201,
1931-01-01,1931,19311,193101,1,Actual,Actuals,public,5.4932,
1931-02-01,1931,19311,193102,1,Actual,Actuals,public,5.5201,
1931-03-01,1931,19311,193103,1,Actual,Actuals,public,5.6279,
1931-04-01,1931,19312,193104,1,Actual,Actuals,public,5.6548,
1931-05-01,1931,19312,193105,1,Actual,Actuals,public,5.574,
1931-06-01,1931,19312,193106,1,Actual,Actuals,public,5.4394,
1931-07-01,1931,19313,193107,1,Actual,Actuals,public,5.3586,
1931-08-01,1931,19313,193108,1,Actual,Actuals,public,5.1701,
1931-09-01,1931,19313,193109,1,Actual,Actuals,public,4.9277,
1931-10-01,1931,19314,193110,1,Actual,Actuals,public,4.7392,
1931-11-01,1931,19314,193111,1,Actual,Actuals,public,4.6854,
1931-12-01,1931,19314,193112,1,Actual,Actuals,public,4.6585,
1932-01-01,1932,19321,193201,1,Actual,Actuals,public,4.5238,
1932-02-01,1932,19321,193202,1,Actual,Actuals,public,4.4161,
1932-03-01,1932,19321,193203,1,Actual,Actuals,public,4.3623,
1932-04-01,1932,19322,193204,1,Actual,Actuals,public,4.0661,
1932-05-01,1932,19322,193205,1,Actual,Actuals,public,3.9314,
1932-06-01,1932,19322,193206,1,Actual,Actuals,public,3.7968,
1932-07-01,1932,19323,193207,1,Actual,Actuals,public,3.6891,
1932-08-01,1932,19323,193208,1,Actual,Actuals,public,3.7968,
1932-09-01,1932,19323,193209,1,Actual,Actuals,public,4.0391,
1932-10-01,1932,19324,193210,1,Actual,Actuals,public,4.1738,
1932-11-01,1932,19324,193211,1,Actual,Actuals,public,4.1738,
1932-12-01,1932,19324,193212,1,Actual,Actuals,public,4.093,
1933-01-01,1933,19331,193301,1,Actual,Actuals,public,4.0122,
1933-02-01,1933,19331,193302,1,Actual,Actuals,public,4.0391,
1933-03-01,1933,19331,193303,1,Actual,Actuals,public,3.7968,
1933-04-01,1933,19332,193304,1,Actual,Actuals,public,4.0661,
1933-05-01,1933,19332,193305,1,Actual,Actuals,public,4.7392,
1933-06-01,1933,19332,193306,1,Actual,Actuals,public,5.4663,
1933-07-01,1933,19333,193307,1,Actual,Actuals,public,5.9779,
1933-08-01,1933,19333,193308,1,Actual,Actuals,public,5.7356,
1933-09-01,1933,19333,193309,1,Actual,Actuals,public,5.4124,
1933-10-01,1933,19334,193310,1,Actual,Actuals,public,5.1432,
1933-11-01,1933,19334,193311,1,Actual,Actuals,public,4.847,
1933-12-01,1933,19334,193312,1,Actual,Actuals,public,4.8739,
1934-01-01,1934,19341,193401,1,Actual,Actuals,public,5.0354,
1934-02-01,1934,19341,193402,1,Actual,Actuals,public,5.2778,
1934-03-01,1934,19341,193403,1,Actual,Actuals,public,5.5201,
1934-04-01,1934,19342,193404,1,Actual,Actuals,public,5.5201,
1934-05-01,1934,19342,193405,1,Actual,Actuals,public,5.6278,
1934-06-01,1934,19342,193406,1,Actual,Actuals,public,5.5201,
1934-07-01,1934,19343,193407,1,Actual,Actuals,public,5.1432,
1934-08-01,1934,19343,193408,1,Actual,Actuals,public,5.0893,
1934-09-01,1934,19343,193409,1,Actual,Actuals,public,4.7931,
1934-10-01,1934,19344,193410,1,Actual,Actuals,public,5.0085,
1934-11-01,1934,19344,193411,1,Actual,Actuals,public,5.0624,
1934-12-01,1934,19344,193412,1,Actual,Actuals,public,5.3855,
1935-01-01,1935,19351,193501,1,Actual,Actuals,public,5.8163,
1935-02-01,1935,19351,193502,1,Actual,Actuals,public,5.9241,
1935-03-01,1935,19351,193503,1,Actual,Actuals,public,5.8971,
1935-04-01,1935,19352,193504,1,Actual,Actuals,public,5.7894,
1935-05-01,1935,19352,193505,1,Actual,Actuals,public,5.7894,
1935-06-01,1935,19352,193506,1,Actual,Actuals,public,5.8702,
1935-07-01,1935,19353,193507,1,Actual,Actuals,public,5.8702,
1935-08-01,1935,19353,193508,1,Actual,Actuals,public,6.0856,
1935-09-01,1935,19353,193509,1,Actual,Actuals,public,6.2472,
1935-10-01,1935,19354,193510,1,Actual,Actuals,public,6.4357,
1935-11-01,1935,19354,193511,1,Actual,Actuals,public,6.5703,
1935-12-01,1935,19354,193512,1,Actual,Actuals,public,6.6511,
1936-01-01,1936,19361,193601,1,Actual,Actuals,public,6.5434,
1936-02-01,1936,19361,193602,1,Actual,Actuals,public,6.3818,
1936-03-01,1936,19361,193603,1,Actual,Actuals,public,6.4626,
1936-04-01,1936,19362,193604,1,Actual,Actuals,public,6.8665,
1936-05-01,1936,19362,193605,1,Actual,Actuals,public,7.0012,
1936-06-01,1936,19362,193606,1,Actual,Actuals,public,7.1358,
1936-07-01,1936,19363,193607,1,Actual,Actuals,public,7.2704,
1936-08-01,1936,19363,193608,1,Actual,Actuals,public,7.3781,
1936-09-01,1936,19363,193609,1,Actual,Actuals,public,7.5128,
1936-10-01,1936,19364,193610,1,Actual,Actuals,public,7.6205,
1936-11-01,1936,19364,193611,1,Actual,Actuals,public,7.8359,
1936-12-01,1936,19364,193612,1,Actual,Actuals,public,8.0783,
1937-01-01,1937,19371,193701,1,Actual,Actuals,public,8.0513,
1937-02-01,1937,19371,193702,1,Actual,Actuals,public,8.159,
1937-03-01,1937,19371,193703,1,Actual,Actuals,public,8.3475,
1937-04-01,1937,19372,193704,1,Actual,Actuals,public,8.3475,
1937-05-01,1937,19372,193705,1,Actual,Actuals,public,8.3745,
1937-06-01,1937,19372,193706,1,Actual,Actuals,public,8.2667,
1937-07-01,1937,19373,193707,1,Actual,Actuals,public,8.3206,
1937-08-01,1937,19373,193708,1,Actual,Actuals,public,8.2667,
1937-09-01,1937,19373,193709,1,Actual,Actuals,public,7.9975,
1937-10-01,1937,19374,193710,1,Actual,Actuals,public,7.4051,
1937-11-01,1937,19374,193711,1,Actual,Actuals,public,6.678,
1937-12-01,1937,19374,193712,1,Actual,Actuals,public,6.0856,
1938-01-01,1938,19381,193801,1,Actual,Actuals,public,5.951,
1938-02-01,1938,19381,193802,1,Actual,Actuals,public,5.8971,
1938-03-01,1938,19381,193803,1,Actual,Actuals,public,5.8971,
1938-04-01,1938,19382,193804,1,Actual,Actuals,public,5.7894,
1938-05-01,1938,19382,193805,1,Actual,Actuals,public,5.6548,
1938-06-01,1938,19382,193806,1,Actual,Actuals,public,5.7086,
1938-07-01,1938,19383,193807,1,Actual,Actuals,public,6.0318,
1938-08-01,1938,19383,193808,1,Actual,Actuals,public,6.3549,
1938-09-01,1938,19383,193809,1,Actual,Actuals,public,6.5434,
1938-10-01,1938,19384,193810,1,Actual,Actuals,public,6.705,
1938-11-01,1938,19384,193811,1,Actual,Actuals,public,6.9742,
1938-12-01,1938,19384,193812,1,Actual,Actuals,public,7.055,
1939-01-01,1939,19391,193901,1,Actual,Actuals,public,7.055,
1939-02-01,1939,19391,193902,1,Actual,Actuals,public,7.1089,
1939-03-01,1939,19391,193903,1,Actual,Actuals,public,7.1358,
1939-04-01,1939,19392,193904,1,Actual,Actuals,public,7.1089,
1939-05-01,1939,19392,193905,1,Actual,Actuals,public,7.0819,
1939-06-01,1939,19392,193906,1,Actual,Actuals,public,7.2435,
1939-07-01,1939,19393,193907,1,Actual,Actuals,public,7.4589,
1939-08-01,1939,19393,193908,1,Actual,Actuals,public,7.5666,
1939-09-01,1939,19393,193909,1,Actual,Actuals,public,8.0244,
1939-10-01,1939,19394,193910,1,Actual,Actuals,public,8.4283,
1939-11-01,1939,19394,193911,1,Actual,Actuals,public,8.6437,
1939-12-01,1939,19394,193912,1,Actual,Actuals,public,8.6437,
1940-01-01,1940,19401,194001,1,Actual,Actuals,public,8.536,
1940-02-01,1940,19401,194002,1,Actual,Actuals,public,8.2667,
1940-03-01,1940,19401,194003,1,Actual,Actuals,public,8.0783,
1940-04-01,1940,19402,194004,1,Actual,Actuals,public,8.2398,
1940-05-01,1940,19402,194005,1,Actual,Actuals,public,8.4822,
1940-06-01,1940,19402,194006,1,Actual,Actuals,public,8.7514,
1940-07-01,1940,19403,194007,1,Actual,Actuals,public,8.8592,
1940-08-01,1940,19403,194008,1,Actual,Actuals,public,8.913,
1940-09-01,1940,19403,194009,1,Actual,Actuals,public,9.1015,
1940-10-01,1940,19404,194010,1,Actual,Actuals,public,9.2361,
1940-11-01,1940,19404,194011,1,Actual,Actuals,public,9.4516,
1940-12-01,1940,19404,194012,1,Actual,Actuals,public,9.7747,
1941-01-01,1941,19411,194101,1,Actual,Actuals,public,10.017,
1941-02-01,1941,19411,194102,1,Actual,Actuals,public,10.3132,
1941-03-01,1941,19411,194103,1,Actual,Actuals,public,10.6364,
1941-04-01,1941,19412,194104,1,Actual,Actuals,public,10.6633,
1941-05-01,1941,19412,194105,1,Actual,Actuals,public,11.148,
1941-06-01,1941,19412,194106,1,Actual,Actuals,public,11.2288,
1941-07-01,1941,19413,194107,1,Actual,Actuals,public,11.3634,
1941-08-01,1941,19413,194108,1,Actual,Actuals,public,11.4981,
1941-09-01,1941,19413,194109,1,Actual,Actuals,public,11.4981,
1941-10-01,1941,19414,194110,1,Actual,Actuals,public,11.6058,
1941-11-01,1941,19414,194111,1,Actual,Actuals,public,11.6596,
1941-12-01,1941,19414,194112,1,Actual,Actuals,public,11.8481,
1942-01-01,1942,19421,194201,1,Actual,Actuals,public,12.0905,
1942-02-01,1942,19421,194202,1,Actual,Actuals,public,12.3059,
1942-03-01,1942,19421,194203,1,Actual,Actuals,public,12.4405,
1942-04-01,1942,19422,194204,1,Actual,Actuals,public,12.0905,
1942-05-01,1942,19422,194205,1,Actual,Actuals,public,12.1174,
1942-06-01,1942,19422,194206,1,Actual,Actuals,public,12.1443,
1942-07-01,1942,19423,194207,1,Actual,Actuals,public,12.4405,
1942-08-01,1942,19423,194208,1,Actual,Actuals,public,12.8175,
1942-09-01,1942,19423,194209,1,Actual,Actuals,public,13.1137,
1942-10-01,1942,19424,194210,1,Actual,Actuals,public,13.5445,
1942-11-01,1942,19424,194211,1,Actual,Actuals,public,13.8677,
1942-12-01,1942,19424,194212,1,Actual,Actuals,public,14.1908,
1943-01-01,1943,19431,194301,1,Actual,Actuals,public,14.3255,
1943-02-01,1943,19431,194302,1,Actual,Actuals,public,14.7024,
1943-03-01,1943,19431,194303,1,Actual,Actuals,public,14.8102,
1943-04-01,1943,19432,194304,1,Actual,Actuals,public,14.9986,
1943-05-01,1943,19432,194305,1,Actual,Actuals,public,15.1063,
1943-06-01,1943,19432,194306,1,Actual,Actuals,public,15.0256,
1943-07-01,1943,19433,194307,1,Actual,Actuals,public,15.4833,
1943-08-01,1943,19433,194308,1,Actual,Actuals,public,15.8064,
1943-09-01,1943,19433,194309,1,Actual,Actuals,public,16.2104,
1943-10-01,1943,19434,194310,1,Actual,Actuals,public,16.4527,
1943-11-01,1943,19434,194311,1,Actual,Actuals,public,16.6681,
1943-12-01,1943,19434,194312,1,Actual,Actuals,public,16.4527,
1944-01-01,1944,19441,194401,1,Actual,Actuals,public,16.6412,
1944-02-01,1944,19441,194402,1,Actual,Actuals,public,16.7758,
1944-03-01,1944,19441,194403,1,Actual,Actuals,public,16.7489,
1944-04-01,1944,19442,194404,1,Actual,Actuals,public,16.7489,
1944-05-01,1944,19442,194405,1,Actual,Actuals,public,16.6412,
1944-06-01,1944,19442,194406,1,Actual,Actuals,public,16.5874,
1944-07-01,1944,19443,194407,1,Actual,Actuals,public,16.5604,
1944-08-01,1944,19443,194408,1,Actual,Actuals,public,16.7758,
1944-09-01,1944,19443,194409,1,Actual,Actuals,public,16.6681,
1944-10-01,1944,19444,194410,1,Actual,Actuals,public,16.722,
1944-11-01,1944,19444,194411,1,Actual,Actuals,public,16.5873,
1944-12-01,1944,19444,194412,1,Actual,Actuals,public,16.5335,
1945-01-01,1945,19451,194501,1,Actual,Actuals,public,16.3719,
1945-02-01,1945,19451,194502,1,Actual,Actuals,public,16.3181,
1945-03-01,1945,19451,194503,1,Actual,Actuals,public,16.2104,
1945-04-01,1945,19452,194504,1,Actual,Actuals,public,15.9142,
1945-05-01,1945,19452,194505,1,Actual,Actuals,public,15.4833,
1945-06-01,1945,19452,194506,1,Actual,Actuals,public,15.1333,
1945-07-01,1945,19453,194507,1,Actual,Actuals,public,14.7832,
1945-08-01,1945,19453,194508,1,Actual,Actuals,public,13.2483,
1945-09-01,1945,19453,194509,1,Actual,Actuals,public,12.0635,
1945-10-01,1945,19454,194510,1,Actual,Actuals,public,11.5788,
1945-11-01,1945,19454,194511,1,Actual,Actuals,public,12.0097,
1945-12-01,1945,19454,194512,1,Actual,Actuals,public,12.0635,
1946-01-01,1946,19461,194601,1,Actual,Actuals,public,11.3903,
1946-02-01,1946,19461,194602,1,Actual,Actuals,public,10.8249,
1946-03-01,1946,19461,194603,1,Actual,Actuals,public,11.9558,
1946-04-01,1946,19462,194604,1,Actual,Actuals,public,11.7404,
1946-05-01,1946,19462,194605,1,Actual,Actuals,public,11.3096,
1946-06-01,1946,19462,194606,1,Actual,Actuals,public,12.0097,
1946-07-01,1946,19463,194607,1,Actual,Actuals,public,12.4136,
1946-08-01,1946,19463,194608,1,Actual,Actuals,public,12.8714,
1946-09-01,1946,19463,194609,1,Actual,Actuals,public,13.1137,
1946-10-01,1946,19464,194610,1,Actual,Actuals,public,13.356,
1946-11-01,1946,19464,194611,1,Actual,Actuals,public,13.4368,
1946-12-01,1946,19464,194612,1,Actual,Actuals,public,13.5176,
1947-01-01,1947,19471,194701,1,Actual,Actuals,public,13.6792,
1947-02-01,1947,19471,194702,1,Actual,Actuals,public,13.76,
1947-03-01,1947,19471,194703,1,Actual,Actuals,public,13.8407,
1947-04-01,1947,19472,194704,1,Actual,Actuals,public,13.733,
1947-05-01,1947,19472,194705,1,Actual,Actuals,public,13.7869,
1947-06-01,1947,19472,194706,1,Actual,Actuals,public,13.7869,
1947-07-01,1947,19473,194707,1,Actual,Actuals,public,13.7061,
1947-08-01,1947,19473,194708,1,Actual,Actuals,public,13.7869,
1947-09-01,1947,19473,194709,1,Actual,Actuals,public,13.8946,
1947-10-01,1947,19474,194710,1,Actual,Actuals,public,14.0292,
1947-11-01,1947,19474,194711,1,Actual,Actuals,public,14.2177,
1947-12-01,1947,19474,194712,1,Actual,Actuals,public,14.2716,
1948-01-01,1948,19481,194801,1,Actual,Actuals,public,14.3524,
1948-02-01,1948,19481,194802,1,Actual,Actuals,public,14.3793,
1948-03-01,1948,19481,194803,1,Actual,Actuals,public,14.2177,
1948-04-01,1948,19482,194804,1,Actual,Actuals,public,14.2447,
1948-05-01,1948,19482,194805,1,Actual,Actuals,public,14.487,
1948-06-01,1948,19482,194806,1,Actual,Actuals,public,14.6755,
1948-07-01,1948,19483,194807,1,Actual,Actuals,public,14.6755,
1948-08-01,1948,19483,194808,1,Actual,Actuals,public,14.6216,
1948-09-01,1948,19483,194809,1,Actual,Actuals,public,14.5139,
1948-10-01,1948,19484,194810,1,Actual,Actuals,public,14.6217,
1948-11-01,1948,19484,194811,1,Actual,Actuals,public,14.4332,
1948-12-01,1948,19484,194812,1,Actual,Actuals,public,14.2985,
1949-01-01,1949,19491,194901,1,Actual,Actuals,public,14.1639,
1949-02-01,1949,19491,194902,1,Actual,Actuals,public,14.0292,
1949-03-01,1949,19491,194903,1,Actual,Actuals,public,13.76,
1949-04-01,1949,19492,194904,1,Actual,Actuals,public,13.6792,
1949-05-01,1949,19492,194905,1,Actual,Actuals,public,13.4907,
1949-06-01,1949,19492,194906,1,Actual,Actuals,public,13.4638,
1949-07-01,1949,19493,194907,1,Actual,Actuals,public,13.4368,
1949-08-01,1949,19493,194908,1,Actual,Actuals,public,13.5715,
1949-09-01,1949,19493,194909,1,Actual,Actuals,public,13.7061,
1949-10-01,1949,19494,194910,1,Actual,Actuals,public,13.1945,
1949-11-01,1949,19494,194911,1,Actual,Actuals,public,13.5446,
1949-12-01,1949,19494,194912,1,Actual,Actuals,public,13.7869,
1950-01-01,1950,19501,195001,1,Actual,Actuals,public,14.0292,
1950-02-01,1950,19501,195002,1,Actual,Actuals,public,14.0831,
1950-03-01,1950,19501,195003,1,Actual,Actuals,public,14.5409,
1950-04-01,1950,19502,195004,1,Actual,Actuals,public,15.0255,
1950-05-01,1950,19502,195005,1,Actual,Actuals,public,15.3756,
1950-06-01,1950,19502,195006,1,Actual,Actuals,public,15.8334,
1950-07-01,1950,19503,195007,1,Actual,Actuals,public,16.345,
1950-08-01,1950,19503,195008,1,Actual,Actuals,public,16.8566,
1950-09-01,1950,19503,195009,1,Actual,Actuals,public,16.7489,
1950-10-01,1950,19504,195010,1,Actual,Actuals,public,16.8566,
1950-11-01,1950,19504,195011,1,Actual,Actuals,public,16.8297,
1950-12-01,1950,19504,195012,1,Actual,Actuals,public,17.1259,
1951-01-01,1951,19511,195101,1,Actual,Actuals,public,17.1797,
1951-02-01,1951,19511,195102,1,Actual,Actuals,public,17.2875,
1951-03-01,1951,19511,195103,1,Actual,Actuals,public,17.3682,
1951-04-01,1951,19512,195104,1,Actual,Actuals,public,17.3952,
1951-05-01,1951,19512,195105,1,Actual,Actuals,public,17.3413,
1951-06-01,1951,19512,195106,1,Actual,Actuals,public,17.2605,
1951-07-01,1951,19513,195107,1,Actual,Actuals,public,16.9913,
1951-08-01,1951,19513,195108,1,Actual,Actuals,public,16.8297,
1951-09-01,1951,19513,195109,1,Actual,Actuals,public,16.9374,
1951-10-01,1951,19514,195110,1,Actual,Actuals,public,16.9105,
1951-11-01,1951,19514,195111,1,Actual,Actuals,public,17.0451,
1951-12-01,1951,19514,195112,1,Actual,Actuals,public,17.1528,
1952-01-01,1952,19521,195201,1,Actual,Actuals,public,17.3413,
1952-02-01,1952,19521,195202,1,Actual,Actuals,public,17.449,
